"site_no" "feature_id" "nws_id" "action_stage" "minor_stage" "moderate_stage" "major_stage" "record_stage" "action_flow" "minor_flow" "moderate_flow" "major_flow" "record_flow" "lat" "lon" "location"
"4118" "02208493" 6331758 "CNCG1" 12 14 19 24 NA "1027.64" "4514.48973905076" "83591.6912845243" "779531.195095356" NA 33.6291923522949 -83.7987442016602 "CORNISH CREEK AT HAZELBRAND RD NR COVINGTON GA"
"4119" "02209360" 6331514 "EBCG1" 7 9 13 15 NA "903.16" "966.73" "1984.87956258326" "3188.05632121657" NA 33.508960723877 -83.7689819335938 "EAST BEAR CREEK AT POPLAR ROAD NR MANSFIELD GA"
"4120" "02191227" 6278153 "GCBG1" 13 15 21 24 NA "1281.75" "4374.11080438606" "148681.929635668" "602549.317512695" NA 34.275333404541 -83.4672775268555 "GROVE CREEK AT US 441 AND GA 15 NEAR COMMERCE GA"
"4121" "02208487" 6331116 "LCBG1" 7 9 11 13 NA "438.00132045747" "693.593846933614" "1001.1670735975" "1358.95404591498" NA 33.6765785217285 -83.8268203735352 "LITTLE CORNISH CR (COUNTY ROAD 95) NR OXFORD GA"
"4122" "02344655" 6413022 "LKTG1" 8 10 12 15 NA "3144.92922300853" "14061.5046746109" "47804.0158804703" "213739.752186015" NA 33.4153442382812 -84.5771179199219 "FLAT CR DS OF LAKE KEDRON NR PEACHTREE CITY GA"
"4123" "02207135" 6333488 "LSMG1" 6 8 10 12 NA "1307.15758501067" "17099.3578414062" "125638.36292194" "640932.352518297" NA 33.8344573974609 -84.1429977416992 "LITTLE STONE MTN CR NEAR STONE MOUNTAIN GA"
"4124" "02344327" 6411782 "MCFG1" 12 14 21 24 NA "2288.28564583342" "7929.47128999637" "208408.569700362" "611581.62080117" NA 33.5310020446777 -84.4772796630859 "MORNING CRK AT WESTBRIDGE RD NR FAYETTEVILLE GA"
"4125" "02217643" 1047417 "PACG1" 8 9 10 13 NA "648.71" "1199.50433642919" "2186.89207979064" "9757.1721084114" NA 34.1766548156738 -83.5334625244141 "PARKS CREEK AT LYLE FIELD RD NR JEFFERSON GA"
"4126" "02204037" 6333794 "PBCG1" 6 8 13 16 NA "797.7" "1834.86189388254" "12946.6760185439" "29858.202829421" NA 33.6660079956055 -84.1521682739258 "POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA GA"
"4127" "02394820" 6501484 "RKMG1" 7 9 12 15 NA "1053.55" "1694.43" "6364.71734172039" "15311.4548114252" NA 33.9965324401855 -85.0546646118164 "EUHARLEE CREEK AT US 278 AT ROCKMART GA"
"4128" "02203960" 6333710 "SFHG1" 14 16 25 28 NA "2162.9" "2668.34" "17576.2475541057" "32307.2668012439" NA 33.705265045166 -84.1971282958984 "SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA GA"
"4129" "02344748" 6415536 "SMFG1" 8 10 15 17 NA "908.93" "1382.98" "3888.37244711049" "5349.53441673566" NA 33.3183135986328 -84.5012512207031 "WHITEWATER CR (DS STARRS MILL DAM)FAYETTEVILLE GA"
"4130" "02207160" 6333546 "SOCG1" 10 12 18 25 NA "4095.45498790361" "20630.3264865149" "751862.136120717" "13847075.399076" NA 33.7729301452637 -84.0752716064453 "STONE MOUNTAIN CREEK AT GA 124 NEAR LITHONIA GA"
"4131" "02344724" 6412650 "WCEG1" 8 10 18 21 NA "1394.8906435966" "4342.85202659555" "86499.6537644864" "189560.524751144" NA 33.494312286377 -84.5108108520508 "WHITEWATER CREEK AT EASTIN RD NR FAYETTEVILLE GA"
"4132" "02191740" 6279141 "WMPG1" 36 38 41 NA NA "392.57" "4689.77381602743" "976220.747317094" NA NA 34.0204086303711 -83.0723266601562 "CLOUDS CREEK AT WATSON MILL PARK NR CARLTON GA"
"4133" "02317797" 2144821 "TWCG1" 271 NA NA NA NA "145794133.516768" NA NA NA NA 31.4794235229492 -83.5848236083984 "LITTLE RIVER AT UPPER TY TY ROAD NEAR TIFTON GA"
"4134" "05485605" 22248777 "ANKI4" NA NA NA NA 13.69 NA NA NA NA 6331.01 41.7036361694336 -93.5594177246094 "FOURMILE CREEK NEAR ANKENY IA DS1"
"4135" "05483450" 6621598 "BAYI4" 13 NA NA NA 29.02 "909.18" NA NA NA 26168.2844261394 41.7765693664551 -94.4827270507812 "MIDDLE RACCOON RIVER NEAR BAYARD IA"
"4136" "05487980" 22252001 "DLLI4" 22 NA NA NA 33.45 "9090.2" NA NA NA 58908.7189099754 41.2467575073242 -93.2660903930664 "WHITE BREAST CREEK NEAR DALLAS IA"
"4137" "05464220" 22476707 "DYSI4" NA NA NA NA 18.25 NA NA NA NA 15726.15 42.2466812133789 -92.3019104003906 "WOLF CREEK NEAR DYSART IA"
"4138" "05480820" 6603048 "GLDI4" NA NA NA NA 22.08 NA NA NA NA 6122.22 42.7378692626953 -93.9518966674805 "BOONE RIVER NEAR GOLDFIELD IA"
"4139" "05451900" 17541959 "HAVI4" 20 NA NA NA 26.71 "2088.26" NA NA NA 30727.346604855 41.8993492126465 -92.4712295532227 "RICHLAND CREEK NEAR HAVEN IA"
"4140" "05452200" 17543587 "HRTI4" 12 NA NA NA 17.7 "1479.36" NA NA NA 10392.9605710779 41.8355255126953 -92.3816223144531 "WALNUT CREEK NEAR HARTWICK IA"
"4141" "05471200" 6981152 "MGOI4" 13 NA NA NA 21.4 "4612.29" NA NA NA 38141.7529631946 41.8053512573242 -93.3084411621094 "INDIAN CREEK NEAR MINGO IA"
"4142" "05451700" 17539261 "MTWI4" 12 NA NA NA 17.69 "1510.89" NA NA NA 10772.98 42.0046997070312 -92.854377746582 "TIMBER CREEK NEAR MARSHALLTOWN IA"
"4143" "05451210" 6572160 "NPVI4" 9 NA NA NA 13.84 "1956.9" NA NA NA 8507.28 42.3139457702637 -93.1500701904297 "SOUTH FORK IOWA RIVER NE OF NEW PROVIDENCE IA"
"4144" "05483600" 6621656 "PANI4" 10 NA NA NA 20.04 "5402.33" NA NA NA 22370.34 41.6849403381348 -94.3661270141602 "MIDDLE RACCOON RIVER AT PANORA IA"
"4145" "06903900" 940280022 "RABI4" NA NA NA NA 25.3 NA NA NA NA 23937.6506130759 40.8189277648926 -92.8825149536133 "CHARITON RIVER NEAR RATHBUN IA"
"4146" "05460400" 6559411 "RKFI4" NA NA NA NA 19.3 NA NA NA NA NA 43.0054664611816 -92.9254531860352 "SHELL ROCK RIVER NEAR ROCKFORD IA"
"4147" "05488110" 4995175 "RRDI4" NA NA NA NA 109.71 NA NA NA NA 114898.402945768 41.3540115356445 -92.9618301391602 "DES MOINES RIVER NEAR PELLA IA"
"4148" "05487520" 22254205 "SWNI4" NA NA NA NA 79.26 NA NA NA NA 81055.12 41.488109588623 -93.2793350219727 "DES MOINES RIVER NEAR SWAN IA"
"4149" "05484600" 6610162 "WDMI4" NA NA NA NA 47.49 NA NA NA NA 50631872357.6583 41.5321273803711 -93.7787246704102 "RACCOON RIVER NEAR WEST DES MOINES IA"
"4150" "05473450" 7003470 "MBCI4" NA NA NA NA 14.29 NA NA NA NA 4020.39 41.0093803405762 -91.556037902832 "BIG CREEK NORTH OF MOUNT PLEASANT IA"
"4151" "13190500" 23386379 "ANDI1" NA NA NA NA 10.56 NA NA NA NA 8433.19 43.3463859558105 -115.474266052246 "SF BOISE RIVER AT ANDERSON RANCH DAM ID"
"4152" "13246000" 24176857 "BNKI1" NA NA NA NA 13.5 NA NA NA NA 9625.57 44.0999336242676 -116.095848083496 "NF PAYETTE RIVER NR BANKS ID"
"4153" "13290450" 24219835 "HCDI1" NA NA NA NA 84.05 NA NA NA NA 87211.76 45.2496376037598 -116.697395324707 "SNAKE RIVER AT HELLS CANYON DAM ID-OR STATE LINE"
"4154" "13310700" 23551284 "KRSI1" NA NA NA NA 11.07 NA NA NA NA 9761.08 44.9920616149902 -115.724502563477 "SF SALMON RIVER NR KRASSEL RANGER STATION ID"
"4155" "13087995" 24491294 "MILI1" NA NA NA NA 19.9 NA NA NA NA 23633.75 42.5226097106934 -114.067749023438 "SNAKE RIVER GAGING STATION AT MILNER ID"
"4156" "13213000" 23398297 "PARI1" NA NA NA NA 13.83 NA NA NA NA 7124.97 43.7701721191406 -116.952522277832 "BOISE RIVER NR PARMA ID"
"4157" "13154500" 23275628 "SKHI1" NA NA NA NA 16.3 NA NA NA NA 48820.96 43.0014686584473 -115.208068847656 "SNAKE RIVER AT KING HILL ID"
"4158" "13213100" 23409945 "SNYI1" NA NA NA NA 13.34 NA NA NA NA 55878.78 43.8765144348145 -116.983741760254 "SNAKE RIVER AT NYSSA OR"
"4159" "13092747" 24491020 "TFAI1" 8.03 NA NA NA NA "365.44" NA NA NA NA 42.5655708312988 -114.496475219727 "ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID"
"4160" "13296500" 23478743 "SRYI1" NA NA NA NA 11.86 NA NA NA NA 10722.7 44.2655029296875 -114.728858947754 "SALMON RIVER BL YANKEE FORK NR CLAYTON ID"
"4161" "12391950" 22975980 "CBBI1" NA NA NA NA 29.14 NA NA NA NA 134022.2 48.0919380187988 -116.09741973877 "CLARK FORK RIVER BELOW CABINET GORGE DAM ID"
"4162" "12413125" 23002228 "CCRI1" NA NA NA NA 22.89 NA NA NA NA 551.79 47.4835510253906 -115.897315979004 "CANYON CREEK AB MOUTH AT WALLACE ID"
"4163" "12413860" 24379201 "HARI1" NA NA NA NA 33.59 NA NA NA NA NA 47.475643157959 -116.744064331055 "COEUR D ALENE RIVER NR HARRISON ID"
"4164" "13342450" 23605922 "LAPI1" NA NA NA NA 10.22 NA NA NA NA 6155.16973346616 46.4269676208496 -116.806503295898 "LAPWAI CREEK NR LAPWAI ID"
"4165" "12305000" 22904899 "LEOI1" NA NA NA NA 34.6 NA NA NA NA 144289.58510618 48.6127624511719 -116.046760559082 "KOOTENAI RIVER AT LEONIA ID"
"4166" "13341050" 23606356 "PEKI1" NA NA NA NA 25 NA NA NA NA 147000 46.4978866577148 -116.402557373047 "CLEARWATER RIVER NR PECK ID"
"4167" "12322000" 22904467 "PORI1" NA NA NA NA 1772.7 NA NA NA NA NA 48.9964141845703 -116.515182495117 "KOOTENAI RIVER AT PORTHILL ID"
"4168" "12411000" 24373072 "PRCI1" NA NA NA NA 11.6 NA NA NA NA 21961.55 47.7046890258789 -115.976005554199 "NF COEUR D ALENE R AB SHOSHONE CK NR PRICHARD ID"
"4169" "12395000" 22988591 "PRTI1" NA NA NA NA 9.12 NA NA NA NA 10754.26 48.2045516967773 -116.913291931152 "PRIEST RIVER NR PRIEST RIVER ID"
"4170" "12413470" 23002030 "PSTI1" NA NA NA NA 17.43 NA NA NA NA 11684.32 47.5514526367188 -116.237197875977 "SF COEUR D ALENE RIVER NR PINEHURST ID"
"4171" "12414900" 23003993 "SATI1" NA NA NA NA 13.75 NA NA NA NA 12299.83 47.1764640808105 -116.488006591797 "ST MARIES RIVER NR SANTA ID"
"4172" "13077000" 23163005 "AMFI1" NA NA NA NA 11.46 NA NA NA NA 45639.04 42.7689018249512 -112.877075195312 "SNAKE RIVER AT NEELEY ID"
"4173" "13132500" 23238296 "ARCI1" NA NA NA NA 7.68 NA NA NA NA 2321.9 43.5721130371094 -113.256057739258 "BIG LOST RIVER NR ARCO ID"
"4174" "13069500" 24558135 "BFTI1" NA NA NA NA 15.44 NA NA NA NA 55079.99 43.1237144470215 -112.520683288574 "SNAKE RIVER NR BLACKFOOT ID"
"4175" "13063000" 24479245 "BKHI1" NA NA NA NA 8.68 NA NA NA NA 2042.72 42.8166007995605 -111.516204833984 "BLACKFOOT RIVER AB RESERVOIR NR HENRY ID"
"4176" "13068500" 24478889 "BLFI1" NA NA NA NA 6.77 NA NA NA NA 711.68 43.1306571960449 -112.478645324707 "BLACKFOOT RIVER NR BLACKFOOT ID"
"4177" "13120000" 23238648 "BLRI1" NA NA NA NA 6.41 NA NA NA NA 2185.3 43.932071685791 -114.115631103516 "NF BIG LOST RIVER AT WILD HORSE NR CHILLY ID"
"4178" "13135500" 23251487 "BWKI1" NA NA NA NA 8.74 NA NA NA NA 2635.18 43.7941703796387 -114.442596435547 "BIG WOOD RIVER NR KETCHUM ID"
"4179" "13142500" 23250977 "BWMI1" NA NA NA NA 15.68 NA NA NA NA 11383.91 43.2422828674316 -114.352714538574 "BIG WOOD RIVER BL MAGIC DAM NR RICHFIELD ID"
"4180" "13047500" 23141935 "FALI1" NA NA NA NA 5.93 NA NA NA NA 7353.29 44.0681533813477 -111.23950958252 "FALL RIVER NR SQUIRREL ID"
"4181" "13046995" 23141955 "FAYI1" NA NA NA NA 9.64 NA NA NA NA 9994.82 44.0636901855469 -111.143867492676 "FALL RIVER AB YELLOWSTONE CANAL NR SQUIRREL ID"
"4182" "13047600" 23141919 "FRAI1" NA NA NA NA 9.82 NA NA NA NA 6707.55 44.058765411377 -111.35546875 "FALL RIVER NR ASHTON ID"
"4183" "13082500" 23184823 "GOSI1" NA NA NA NA 9.3 NA NA NA NA 2139.73 42.1258926391602 -113.93603515625 "GOOSE CREEK AB TRAPPER CREEK NR OAKLEY ID"
"4184" "13041010" 24460038 "HCFI1" NA NA NA NA 5.83 NA NA NA NA NA 44.4825744628906 -111.394996643066 "HENRYS FORK BLW COFFEE POT RAPIDS NR MACKS INN  ID"
"4185" "13039500" 24460202 "HENI1" NA NA NA NA 6.45 NA NA NA NA 364.89 44.5884971618652 -111.350883483887 "HENRYS FORK NR LAKE ID"
"4186" "13046000" 23141671 "HFAI1" NA NA NA NA 6.5 NA NA NA NA 7028.57 44.0726432800293 -111.504028320312 "HENRYS FORK NR ASHTON ID"
"4187" "13120500" 23238592 "HWRI1" NA NA NA NA 6.02 NA NA NA NA 5733.83090385263 43.9984169006348 -114.01700592041 "BIG LOST RIVER AT HOWELL RANCH NR CHILLY ID"
"4188" "13038500" 24451635 "LORI1" NA NA NA NA 13.79 NA NA NA NA 39156.58 43.7346839904785 -111.875968933105 "SNAKE RIVER AT LORENZO ID"
"4189" "13147900" 23267066 "LWOI1" NA NA NA NA 7.01 NA NA NA NA 1899.12 43.4894142150879 -114.057342529297 "LITTLE WOOD RIVER AB HIGH FIVE CREEK NR CAREY ID"
"4190" "13127000" 23238444 "MAKI1" NA NA NA NA 6.08 NA NA NA NA 3506.9768715172 43.9388999938965 -113.649452209473 "BIG LOST RIVER BL MACKAY RES NR MACKAY ID"
"4191" "13081500" 23162805 "MDMI1" NA NA NA NA 16.02 NA NA NA NA 43610.55 42.6726264953613 -113.498985290527 "SNAKE R NR MINIDOKA ID (AT HOWELLS FERRY)"
"4192" "13116500" 23227736 "MEDI1" NA NA NA NA 9.09 NA NA NA NA 482.84 44.2558364868164 -112.40348815918 "MEDICINE LODGE CREEK NR SMALL ID"
"4193" "13057000" 24451499 "MENI1" NA NA NA NA 10.57 NA NA NA NA 30126.58 43.7526779174805 -111.980415344238 "SNAKE RIVER NR MENAN ID"
"4194" "13055250" 24469038 "NFTI1" NA NA NA NA 9.75 NA NA NA NA 1795.14 43.8873519897461 -111.758369445801 "NF TETON RIVER NR SUGAR CITY ID"
"4195" "13032500" 24438932 "PALI1" NA NA NA NA 15.25 NA NA NA NA 41742.43 43.3555297851562 -111.225288391113 "SNAKE RIVER NR IRWIN ID"
"4196" "13058000" 23148386 "RIRI1" NA NA NA NA 14.07 NA NA NA NA 2277.39 43.5843086242676 -111.748291015625 "WILLOW CREEK NR RIRIE ID"
"4197" "13078000" 23174319 "RRVI1" NA NA NA NA 7.14 NA NA NA NA 291.53 42.0645217895508 -113.462280273438 "RAFT RIVER AB ONEMILE CREEK NR MALTA ID"
"4198" "13140800" 23251079 "SCBI1" NA NA NA NA 9.99 NA NA NA NA 3522.23888803463 43.3295707702637 -114.318466186523 "BIG WOOD RIVER AT STANTON CROSSING NR BELLEVUE ID"
"4199" "13066000" 24478945 "SHLI1" NA NA NA NA 9.1 NA NA NA NA 2860.5 43.261905670166 -112.052307128906 "BLACKFOOT RIVER NR SHELLEY ID"
"4200" "13057155" 24451447 "SIFI1" NA NA NA NA 18.91 NA NA NA NA 48158.25 43.5798683166504 -112.053039550781 "SNAKE RIVER AB EAGLE ROCK NR IDAHO FALLS ID"
"4201" "13083000" 23184753 "TCOI1" NA NA NA NA 7.5 NA NA NA NA 205.17 42.1703414916992 -113.973243713379 "TRAPPER CREEK NR OAKLEY ID"
"4202" "13073000" 23156080 "TOPI1" NA NA NA NA 6 NA NA NA NA 2203.03713350851 42.623161315918 -112.08512878418 "PORTNEUF RIVER AT TOPAZ ID"
"4203" "13055340" 24471640 "TTXI1" NA NA NA NA 10.68 NA NA NA NA 3794.81 43.8350639343262 -111.773002624512 "SF TETON RIVER NEAR REXBURG ID"
"4204" "13057940" 23148424 "WTXI1" NA NA NA NA 7.17 NA NA NA NA 2964.16 43.4479827880859 -111.726638793945 "WILLOW CREEK BL TEX CREEK NR RIRIE ID"
"4205" "05590800" 13771194 "ATWI2" NA NA NA NA 15.76 NA NA NA NA 4051.69 39.8072052001953 -88.4780807495117 "LAKE FORK AT ATWOOD IL"
"4206" "05579500" 13555705 "CLFI2" NA NA NA NA 23.4 NA NA NA NA 9384.62 39.9584617614746 -89.39501953125 "LAKE FORK NEAR CORNLAND IL"
"4207" "03343400" 10335712 "CMGI2" 10 NA NA NA 17.33 "1281.93" NA NA NA 8030.1 39.7682037353516 -88.1895217895508 "EMBARRAS RIVER NEAR CAMARGO IL"
"4208" "05591200" 13771264 "COKI2" NA NA NA NA 20.41 NA NA NA NA 14083.78 39.5830726623535 -88.4108810424805 "KASKASKIA RIVER AT COOKS MILLS IL"
"4209" "05590950" 13770282 "CTVI2" NA NA NA NA 46.64 NA NA NA NA 10817.94 39.7004089355469 -88.3871231079102 "KASKASKIA RIVER AT CHESTERVILLE IL"
"4210" "05579725" 13551669 "HEYI2" NA NA NA NA 13.57 NA NA NA NA 3281.51 40.3711624145508 -88.9566421508789 "LITTLE KICKAPOO CREEK NEAR HEYWORTH IL"
"4211" "05558300" 14837877 "HNYI2" 22 23 24 31 32.87 NA NA NA NA NA 41.0911903381348 -89.3686065673828 "ILLINOIS RIVER AT HENRY IL"
"4212" "05592050" 13771802 "SRCI2" NA NA NA NA 16.8 NA NA NA NA 17394.1262974086 39.3873291015625 -88.8938064575195 "ROBINSON CREEK NEAR SHELBYVILLE IL"
"4213" "05580000" 13554633 "WAYI2" NA NA NA NA 16.91 NA NA NA NA 12737.29 40.2559471130371 -89.1270294189453 "KICKAPOO CREEK AT WAYNESVILLE IL"
"4214" "05591550" 13771102 "WHCI2" NA NA NA NA 13.38 NA NA NA NA 2790.3 39.5054588317871 -88.5323715209961 "WHITLEY CREEK NEAR ALLENVILLE IL"
"4215" "05548280" 14771284 "NIPI2" 6.5 NA NA NA 14.26 "530.14" NA NA NA 3265.85 42.4435195922852 -88.2496032714844 "NIPPERSINK CREEK NEAR SPRING GROVE IL"
"4216" "05551580" 14763017 "YKVI2" 14 NA NA NA NA "4865.66" NA NA NA NA 41.6431922912598 -88.445198059082 "FOX RIVER AT YORKVILLE IL"
"4217" "03303300" 10106835 "BSTI3" NA NA NA NA 20 NA NA NA NA 10052.8557846404 38.1399154663086 -86.7112045288086 "MIDDLE FORK ANDERSON RIVER AT BRISTOW IN"
"4218" "03291780" 10161364 "CANI3" NA NA NA NA 11.6 NA NA NA NA 8298.5 38.878547668457 -85.2622985839844 "INDIAN-KENTUCK CREEK NEAR CANAAN IN"
"4219" "03373686" 18445356 "FCLI3" NA NA NA NA 16.5 NA NA NA NA 9051.5509521381 38.5386924743652 -86.612548828125 "FRENCH LICK CREEK AT FRENCH LICK IN"
"4220" "03375500" 18439450 "JPRI3" NA NA NA NA 21.2 NA NA NA NA 22100 38.4187927246094 -86.8777694702148 "PATOKA RIVER AT JASPER IN"
"4221" "03302220" 10357352 "NMDI3" NA NA NA NA 17.26 NA NA NA NA 20495.49 38.1199035644531 -86.0876312255859 "BUCK CREEK NEAR NEW MIDDLETOWN IN"
"4222" "03373610" 18445570 "POLI3" NA NA NA NA 18 NA NA NA NA 16510.3266426002 38.5529174804688 -86.4682464599609 "LICK CREEK AT PAOLI IN"
"4223" "03373560" 18445240 "PSPI3" NA NA NA NA 28.5 NA NA NA NA 9421.27 38.6012382507324 -86.6007308959961 "LOST RIVER NEAR PROSPECT IN"
"4224" "03294000" 10163856 "SELI3" NA NA NA NA 30.89 NA NA NA NA 19540.17 38.3596458435059 -85.7349853515625 "SILVER CREEK NEAR SELLERSBURG IN"
"4225" "03302680" 10356472 "SEMI3" NA NA NA NA 17.12 NA NA NA NA 9297.94 38.6069145202637 -86.0866012573242 "WEST FORK BLUE RIVER AT SALEM IN"
"4226" "03303000" 10357656 "WHCI3" NA NA NA NA 24.15 NA NA NA NA 30950.97 38.23046875 -86.2294540405273 "BLUE RIVER NEAR WHITE CLOUD IN"
"4227" "06891260" 3732321 "RCHK1" NA NA NA NA 28.87 NA NA NA NA 18664.74 38.8982543945312 -95.5908660888672 "WAKARUSA R NR RICHLAND KS"
"4228" "03406500" 2081162 "BLWK2" NA NA NA NA 47.17 NA NA NA NA 50154.15 37.1716270446777 -84.2945175170898 "ROCKCASTLE RIVER AT BILLOWS KY"
"4229" "03404900" 10190276 "CORK2" NA NA NA NA 22.5 NA NA NA NA 103972.869364828 36.9539794921875 -84.0939407348633 "LYNN CAMP CREEK AT CORBIN KY"
"4230" "03401000" 10188680 "LYLK2" NA NA NA NA 30.2 NA NA NA NA 33701.06 36.8538246154785 -83.3537902832031 "CUMBERLAND RIVER NEAR HARLAN KY"
"4231" "03281100" 504810 "MCHK2" NA NA NA NA 40.6 NA NA NA NA 48813.4708169877 37.1523704528809 -83.7599411010742 "GOOSE CREEK AT MANCHESTER KY"
"4232" "03210000" 886365 "MTGK2" NA NA NA NA 21.07 NA NA NA NA 3066.86 37.5651931762695 -82.4494323730469 "JOHNS CREEK NEAR META KY"
"4233" "03410500" 12151838 "STRK2" NA NA NA NA 52.9 NA NA NA NA 130603.743957875 36.6337089538574 -84.5353698730469 "SOUTH FORK CUMBERLAND RIVER NEAR STEARNS KY"
"4234" "03281000" 486782 "TLLK2" NA NA NA NA 43.33 NA NA NA NA 50124.87 37.5553131103516 -83.5938110351562 "MIDDLE FORK KENTUCKY RIVER AT TALLEGA KY"
"4235" "03280700" 487460 "WTNK2" NA NA NA NA 19.43 NA NA NA NA 23698.0664845138 37.1639251708984 -83.3033142089844 "CUTSHIN CREEK AT WOOTON KY"
"4236" "03292500" 10163886 "ABPK2" NA NA NA NA 18.1 NA NA NA NA 5728.26611396653 38.218017578125 -85.7143096923828 "SOUTH FORK BEARGRASS CREEK AT LOUISVILLE KY"
"4237" "03295890" 10264298 "BRCK2" NA NA NA NA 31.54 NA NA NA NA 42667.04 38.0371780395508 -85.3401336669922 "BRASHEARS CREEK AT TAYLORSVILLE KY"
"4238" "03301000" 10302639 "BTDK2" NA NA NA NA 47.13 NA NA NA NA 43245.4 37.8015480041504 -85.4850845336914 "BEECH FORK AT BARDSTOWN KY"
"4239" "03307000" 4003088 "CLBK2" NA NA NA NA 26.12 NA NA NA NA 41821.79 37.1224479675293 -85.3813095092773 "RUSSELL CREEK NEAR COLUMBIA KY"
"4240" "03252300" 2057678 "CREK2" NA NA NA NA 37 NA NA NA NA 15859.8060652479 38.2410354614258 -84.0547027587891 "HINKSTON CREEK NEAR CARLISLE KY"
"4241" "03285000" 1827630 "DNVK2" NA NA NA NA 21.73 NA NA NA NA 51869.48 37.6413764953613 -84.6618423461914 "DIX RIVER NEAR DANVILLE KY"
"4242" "03287590" 1825324 "ELPK2" NA NA NA NA 7.7 NA NA NA NA 1137.65 38.0457801818848 -84.4122009277344 "N ELKHORN CR AT WINCHESTER RD NR LEXINGTON KY"
"4243" "03313700" 4036998 "FRLK2" 10 NA NA NA 15.15 "3823.71" NA NA NA 36968.31 36.7471122741699 -86.5520401000977 "WEST FORK DRAKES CREEK NEAR FRANKLIN KY"
"4244" "03298000" 10264510 "FSVK2" NA NA NA NA 17.39 NA NA NA NA 28419.858143549 38.1881256103516 -85.4711608886719 "FLOYDS FORK AT FISHERVILLE KY"
"4245" "03289000" 1825502 "FTSK2" NA NA NA NA 12.92 NA NA NA NA 8652.75036948011 38.0420379638672 -84.6237182617188 "SOUTH ELKHORN CREEK AT FORT SPRING KY"
"4246" "03288100" 1825124 "GEOK2" NA NA NA NA 19.01 NA NA NA NA 19317.41 38.2122001647949 -84.5712356567383 "NORTH ELKHORN CREEK AT GEORGETOWN KY"
"4247" "03295400" 10264364 "GNBK2" NA NA NA NA 13.14 NA NA NA NA 35084.1981084585 38.0014877319336 -85.0500717163086 "SALT RIVER AT GLENSBORO KY"
"4248" "03290080" 1825540 "GSTK2" NA NA NA NA 60.5 NA NA NA NA 180262.548399617 38.4169845581055 -84.8801879882812 "KENTUCKY RIVER AT LOCK 3 AT GEST KY"
"4249" "03310000" 3997978 "HGVK2" NA NA NA NA 15.8 NA NA NA NA 5160.05023564064 37.5786743164062 -85.752571105957 "NORTH FORK NOLIN RIVER AT HODGENVILLE KY"
"4250" "03318800" 11622056 "HSBK2" NA NA NA NA 14.43 NA NA NA NA 9550.26 37.4645347595215 -86.6556091308594 "CANEY CREEK NEAR HORSE BRANCH KY"
"4251" "03298135" 10264014 "JFTK2" NA NA NA NA 11.52 NA NA NA NA 6033.28998896298 38.1941375732422 -85.5558471679688 "CHENOWETH RUN AT RUCKRIEGAL PARKWAY KY"
"4252" "03292474" 10163710 "LYDK2" NA NA NA NA 6.52 NA NA NA NA 2026.12 38.282356262207 -85.6088180541992 "GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS KY"
"4253" "03305000" 3999576 "MCKK2" NA NA NA NA 10.75 NA NA NA NA 6907.91746127604 37.4177894592285 -84.7511520385742 "GREEN RIVER NEAR MCKINNEY KY"
"4254" "03302030" 10264270 "MDOK2" NA NA NA NA 22.24 NA NA NA NA 5818.33 38.0538024902344 -85.8720245361328 "POND CREEK AT PENDLETON ROAD NEAR LOUISVILLE KY"
"4255" "03300400" 10302627 "MUDK2" NA NA NA NA 27.6 NA NA NA NA 38486.09 37.8346099853516 -85.2840423583984 "BEECH FORK AT MAUD KY"
"4256" "03298200" 10264174 "MWTK2" NA NA NA NA 25.03 NA NA NA NA 28093.57 38.087818145752 -85.5386505126953 "FLOYDS FORK NEAR MT WASHINGTON KY"
"4257" "03301940" 10264038 "OKLK2" NA NA NA NA 14.51 NA NA NA NA 6158.18489787893 38.1489639282227 -85.675407409668 "NORTHERN DITCH AT OKOLONA KY"
"4258" "03310400" 4002874 "PCVK2" NA NA NA NA 21.8 NA NA NA NA 188609.87193949 37.3523445129395 -85.9953155517578 "BACON CREEK NEAR PRICEVILLE KY"
"4259" "03294550" 10163768 "PRPK2" NA NA NA NA 15.83 NA NA NA NA 6244.71087066177 38.1799278259277 -85.8721618652344 "MILL CREEK CUTOFF NEAR LOUISVILLE KY"
"4260" "03297900" 10263816 "PVYK2" NA NA NA NA 28.6 NA NA NA NA 18842.89 38.2893447875977 -85.4619827270508 "FLOYDS FORK NEAR PEWEE VALLEY KY"
"4261" "03291000" 1825414 "SDVK2" NA NA NA NA 21.96 NA NA NA NA 23388.2861848162 38.4053611755371 -84.5413436889648 "EAGLE CREEK AT SADIEVILLE KY"
"4262" "03287000" 1827748 "SLVK2" NA NA NA NA 49.04 NA NA NA NA 141595.28 37.9180374145508 -84.8266372680664 "KENTUCKY RIVER AT LOCK 6 NEAR SALVISA KY"
"4263" "03287250" 1825620 "TYRK2" NA NA NA NA 55.2 NA NA NA NA 450445.185374592 38.048755645752 -84.8493423461914 "KENTUCKY RIVER AT LOCK 5 NEAR TYRONE KY"
