"site_no","site_name","site_tp_cd","dec_lat_va","dec_long_va","dec_coord_datum_cd","alt_va","contrib_drain_area_va","huc2","huc4","huc6","huc8","rfc"
"09056500","ELLIOTT CREEK FEEDER CANAL TO GREEN MTN RES, CO","ST-CA",39.873725,-106.3305972,"NAD83",8054.92,NA,"14","1401","140100","14010002","CBRFC"
"09057500","BLUE RIVER BELOW GREEN MOUNTAIN RESERVOIR, CO","ST",39.88026354,-106.3339175,"NAD83",7682.66,NA,"14","1401","140100","14010002","CBRFC"
"09058000","COLORADO RIVER NEAR KREMMLING, CO","ST",40.03665248,-106.4400324,"NAD83",7320,NA,"14","1401","140100","14010001","CBRFC"
"09058500","PINEY RIVER BELOW PINEY LAKE, NEAR MINTURN, CO.","ST",39.70804158,-106.4266968,"NAD83",9145.25,NA,"14","1401","140100","14010001","CBRFC"
"09059500","PINEY RIVER NEAR STATE BRIDGE, CO","ST",39.7957222,-106.5743472,"NAD83",7272.35,NA,"14","1401","140100","14010001","CBRFC"
"09061600","EAST FORK EAGLE RIVER NEAR CLIMAX, CO","ST",39.4102654,-106.2497468,"NAD83",10000,NA,"14","1401","140100","14010003","CBRFC"
"09063000","EAGLE RIVER AT RED CLIFF, CO.","ST",39.50831949,-106.3666948,"NAD83",8653.8,NA,"14","1401","140100","14010003","CBRFC"
"09064000","HOMESTAKE CREEK AT GOLD PARK, CO.","ST",39.4055426,-106.433362,"NAD83",9200,NA,"14","1401","140100","14010003","CBRFC"
"09064600","EAGLE RIVER NEAR MINTURN, CO","ST",39.55387495,-106.402529,"NAD83",8078.37,186,"14","1401","140100","14010003","CBRFC"
"09065100","CROSS CREEK NEAR MINTURN, CO","ST",39.56829167,-106.4124306,"NAD83",7992,NA,"14","1401","140100","14010003","CBRFC"
"09065500","GORE CREEK AT UPPER STATION, NEAR MINTURN, CO.","ST",39.6258193,-106.2780823,"NAD83",8600,NA,"14","1401","140100","14010003","CBRFC"
"09066000","BLACK GORE CREEK NEAR MINTURN, CO.","ST",39.59637495,-106.2650264,"NAD83",9150,NA,"14","1401","140100","14010003","CBRFC"
"09066200","BOOTH CREEK NEAR MINTURN, CO.","ST",39.64831927,-106.3230833,"NAD83",8325,NA,"14","1401","140100","14010003","CBRFC"
"09066300","MIDDLE CREEK NEAR MINTURN, CO.","ST",39.6458193,-106.3822512,"NAD83",8200,NA,"14","1401","140100","14010003","CBRFC"
"09066325","GORE CREEK ABV RED SANDSTONE CREEK AT VAIL, CO","ST",39.6410971,-106.3947515,"NAD83",8055,NA,"14","1401","140100","14010003","CBRFC"
"09066510","GORE CREEK AT MOUTH NEAR MINTURN, CO","ST",39.60943048,-106.447808,"NAD83",7730,NA,"14","1401","140100","14010003","CBRFC"
"09067000","BEAVER CREEK AT AVON, CO","ST",39.62970826,-106.5228096,"NAD83",7453,NA,"14","1401","140100","14010003","CBRFC"
"09067020","EAGLE R BLW WASTEWATER TREATMENT PLANT AT AVON, CO","ST",39.6348611,-106.5319444,"NAD83",7380,NA,"14","1401","140100","14010003","CBRFC"
"09067200","LAKE CREEK NEAR EDWARDS, CO","ST",39.647486,-106.6092003,"NAD83",7160,NA,"14","1401","140100","14010003","CBRFC"
"09070000","EAGLE RIVER BELOW GYPSUM, CO.","ST",39.64942954,-106.9536554,"NAD83",6275.11,NA,"14","1401","140100","14010003","CBRFC"
"09070500","COLORADO RIVER NEAR DOTSERO, CO","ST",39.6446111,-107.0780139,"NAD83",6130,NA,"14","1401","140100","14010001","CBRFC"
"09072550","ROARING FORK RIVER ABV LOST MAN CR NEAR ASPEN, CO","ST",39.1193611,-106.6239167,"NAD83",10520,NA,"14","1401","140100","14010004","CBRFC"
"09073005","LINCOLN CREEK BELOW GRIZZLY RESERVOIR NR ASPEN, CO","ST",39.0802361,-106.6165833,"NAD83",10510,NA,"14","1401","140100","14010004","CBRFC"
"09073300","ROARING FORK RIVER AB DIFFICULT C NR ASPEN, CO.","ST",39.14109959,-106.7742039,"NAD83",8120,NA,"14","1401","140100","14010004","CBRFC"
"09073400","ROARING FORK RIVER NEAR ASPEN, CO.","ST",39.17998755,-106.8019826,"NAD83",8014.01,NA,"14","1401","140100","14010004","CBRFC"
"09074000","HUNTER CREEK NEAR ASPEN, CO","ST",39.20582037,-106.797538,"NAD83",8610,41.7,"14","1401","140100","14010004","CBRFC"
"09074500","HUNTER CREEK AT ASPEN, CO","ST",39.19688889,-106.8189167,"NAD83",7840,NA,"14","1401","140100","14010004","CBRFC"
"09075400","CASTLE CREEK AT ASPEN, CO","ST",39.1938333,-106.8336667,"NAD83",7882,NA,"14","1401","140100","14010004","CBRFC"
"09078141","NORTH CUNNINGHAM CREEK CONDUIT BYPASS NR NORRIE,CO","ST",39.33596219,-106.5442115,"NAD83",10077,NA,"14","1401","140100","14010004","CBRFC"
"09078475","LAST CHANCE CREEK NEAR NORRIE, CO","ST",39.34388889,-106.6565278,"NAD83",8550,NA,"14","1401","140100","14010004","CBRFC"
"09079450","LIME CREEK NEAR THOMASVILLE, CO","ST",39.3604111,-106.6852444,"NAD83",8144,34.5,"14","1401","140100","14010004","CBRFC"
"09080400","FRYINGPAN RIVER NEAR RUEDI, CO.","ST",39.36554075,-106.8255948,"NAD83",7473.25,NA,"14","1401","140100","14010004","CBRFC"
"09081000","ROARING FORK RIVER NEAR EMMA, CO","ST",39.37331729,-107.0839367,"NAD83",6470,NA,"14","1401","140100","14010004","CBRFC"
"09081600","CRYSTAL RIVER ABV AVALANCHE CRK, NEAR REDSTONE, CO","ST",39.23263889,-107.2275,"NAD83",6905,NA,"14","1401","140100","14010004","CBRFC"
"09085000","ROARING FORK RIVER AT GLENWOOD SPRINGS, CO.","ST",39.54359307,-107.3294984,"NAD83",5720.73,NA,"14","1401","140100","14010004","CBRFC"
"09085100","COLORADO RIVER BELOW GLENWOOD SPRINGS, CO","ST",39.5549819,-107.337554,"NAD83",5700.75,NA,"14","1401","140100","14010005","CBRFC"
"09095500","COLORADO RIVER NEAR CAMEO, CO.","ST",39.2391463,-108.2661946,"NAD83",4813.73,NA,"14","1401","140100","14010005","CBRFC"
"09105000","PLATEAU CREEK NEAR CAMEO, CO","ST",39.1836111,-108.2683333,"NAD83",4840,NA,"14","1401","140100","14010005","CBRFC"
"09106150","COLO RIVER BELOW GRAND VALLEY DIV NR PALISADE, CO","ST",39.09859226,-108.355086,"NAD83",4670,NA,"14","1401","140100","14010005","CBRFC"
"09107000","TAYLOR RIVER AT TAYLOR PARK, CO.","ST",38.86027127,-106.5666966,"NAD83",9340,NA,"14","1402","140200","14020001","CBRFC"
"09109000","TAYLOR RIVER BELOW TAYLOR PARK RESERVOIR, CO.","ST",38.8183269,-106.6091977,"NAD83",9169.67,NA,"14","1402","140200","14020001","CBRFC"
"09110000","TAYLOR RIVER AT ALMONT, CO.","ST",38.66443715,-106.8453172,"NAD83",8010.76,NA,"14","1402","140200","14020001","CBRFC"
"09111250","COAL CREEK ABV MCCORMICK DTCH AT CRESTED BUTTE, CO","ST",38.87155556,-106.9852972,"NAD83",8903,NA,"14","1402","140200","14020001","CBRFC"
"09112200","EAST RIVER BELOW CEMENT CREEK NR CRESTED BUTTE, CO","ST",38.7841599,-106.8708736,"NAD83",8440,NA,"14","1402","140200","14020001","CBRFC"
"09112500","EAST RIVER AT ALMONT, CO","ST",38.66443715,-106.848095,"NAD83",8006.29,289,"14","1402","140200","14020001","CBRFC"
"09113980","OHIO CREEK ABOVE MOUTH NR GUNNISON, CO","ST",38.5877696,-106.931432,"NAD83",7770,NA,"14","1402","140200","14020002","CBRFC"
"09114500","GUNNISON RIVER NEAR GUNNISON, CO.","ST",38.54193567,-106.9497661,"NAD83",7655,NA,"14","1402","140200","14020002","CBRFC"
"09115500","TOMICHI CREEK AT SARGENTS, CO","ST",38.39502778,-106.422625,"NAD83",8416,NA,"14","1402","140200","14020003","CBRFC"
"09118450","COCHETOPA CREEK BELOW ROCK CREEK NEAR PARLIN, CO","ST",38.3372222,-106.7736111,"NAD83",8470,NA,"14","1402","140200","14020003","CBRFC"
"09119000","TOMICHI CREEK AT GUNNISON, CO","ST",38.5211111,-106.9409583,"NAD83",7628.58,1061,"14","1402","140200","14020003","CBRFC"
"09123450","LAKE FORK BLW LAKE SAN CRISTOBAL NR LAKE CITY, CO","ST",37.9843611,-107.2920972,"NAD83",9000,NA,"14","1402","140200","14020002","CBRFC"
"09124500","LAKE FORK AT GATEVIEW, CO.","ST",38.2988834,-107.2300557,"NAD83",7827.66,NA,"14","1402","140200","14020002","CBRFC"
"09126000","CIMARRON RIVER NEAR CIMARRON, CO","ST",38.25819444,-107.5461111,"NAD83",8641.48,NA,"14","1402","140200","14020002","CBRFC"
"09127000","CIMARRON RIVER BLW SQUAW CREEK AT CIMARRON, CO","ST",38.44694444,-107.5552222,"NAD83",6879.83,NA,"14","1402","140200","14020002","CBRFC"
"09128000","GUNNISON RIVER BELOW GUNNISON TUNNEL, CO","ST",38.52915336,-107.648947,"NAD83",6526.06,NA,"14","1402","140200","14020002","CBRFC"
"09129600","SMITH FORK NEAR LAZEAR, CO","ST",38.70744444,-107.7101389,"NAD83",5844,NA,"14","1402","140200","14020002","CBRFC"
"09132095","ANTHRACITE CREEK ABOVE MOUTH NEAR SOMERSET","ST",38.9372222,-107.3583333,"NAD83",6280,NA,"14","1402","140200","14020004","CBRFC"
"09132500","NORTH FORK GUNNISON RIVER NEAR SOMERSET, CO.","ST",38.9258228,-107.4342211,"NAD83",6280,NA,"14","1402","140200","14020004","CBRFC"
"09134100","NORTH FORK GUNNISON RIVER BELOW PAONIA, CO","ST",38.8575,-107.6219444,"NAD83",5560,NA,"14","1402","140200","14020004","CBRFC"
"09136100","NORTH FK GUNNISON RIVER ABOVE MOUTH NR LAZEAR, CO","ST",38.78516667,-107.8334167,"NAD83",5100,NA,"14","1402","140200","14020004","CBRFC"
"09143000","SURFACE CREEK NEAR CEDAREDGE, CO","ST",38.9847034,-107.8545077,"NAD83",8261,NA,"14","1402","140200","14020005","CBRFC"
"09143500","SURFACE CREEK AT CEDAREDGE, CO.","ST",38.9016487,-107.921176,"NAD83",6220,NA,"14","1402","140200","14020005","CBRFC"
"09144250","GUNNISON RIVER AT DELTA, CO","ST",38.75303944,-108.078403,"NAD83",4910,NA,"14","1402","140200","14020005","CBRFC"
"09146020","UNCOMPAHGRE RIVER NEAR OURAY, CO","ST",38.04332665,-107.6831154,"NAD83",7600,NA,"14","1402","140200","14020006","CBRFC"
"09146200","UNCOMPAHGRE RIVER NEAR RIDGWAY, CO.","ST",38.1838791,-107.7458924,"NAD83",6877.58,149,"14","1402","140200","14020006","CBRFC"
"09147000","DALLAS CREEK NEAR RIDGWAY, CO","ST",38.17776806,-107.7583927,"NAD83",6980,NA,"14","1402","140200","14020006","CBRFC"
"09147025","UNCOMPAHGRE RIVER BELOW RIDGWAY RESERVOIR, CO","ST",38.24055556,-107.7603056,"NAD83",6650,NA,"14","1402","140200","14020006","CBRFC"
"09147500","UNCOMPAHGRE RIVER AT COLONA, CO","ST",38.33143056,-107.779225,"NAD83",6320,NA,"14","1402","140200","14020006","CBRFC"
"09149500","UNCOMPAHGRE RIVER AT DELTA, CO","ST",38.74194444,-108.0804167,"NAD83",4926.49,NA,"14","1402","140200","14020006","CBRFC"
"09152500","GUNNISON RIVER NEAR GRAND JUNCTION, CO.","ST",38.98331575,-108.4506446,"NAD83",4628.12,NA,"14","1402","140200","14020005","CBRFC"
"09163500","COLORADO RIVER NEAR COLORADO-UTAH STATE LINE","ST",39.13276047,-109.0270546,"NAD83",4325,NA,"14","1401","140100","14010005","CBRFC"
"09165000","DOLORES RIVER BELOW RICO, CO.","ST",37.63888428,-108.0603517,"NAD83",8422.23,NA,"14","1403","140300","14030002","CBRFC"
"09166500","DOLORES RIVER AT DOLORES, CO.","ST",37.47249296,-108.4975908,"NAD83",6940,NA,"14","1403","140300","14030002","CBRFC"
"09166950","LOST CANYON CREEK NEAR DOLORES, CO.","ST",37.44610459,-108.4692562,"NAD83",7030,NA,"14","1403","140300","14030002","CBRFC"
"09168730","DOLORES RIVER NEAR SLICK ROCK, CO","ST",38.04443666,-108.905382,"NAD83",5400,NA,"14","1403","140300","14030002","CBRFC"
"09169500","DOLORES RIVER AT BEDROCK, CO","ST",38.3102675,-108.8853805,"NAD83",4940,NA,"14","1403","140300","14030002","CBRFC"
"09171100","DOLORES RIVER NEAR BEDROCK, CO.","ST",38.3569337,-108.8334347,"NAD83",4910,NA,"14","1403","140300","14030002","CBRFC"
"09171240","LAKE FORK SAN MIGUEL RV ABV TROUT LAKE NR OPHIR CO","ST",37.8178333,-107.8791111,"NAD83",9740,NA,"14","1403","140300","14030003","CBRFC"
"09171310","SOUTH FORK SAN MIGUEL RIVER NEAR OPHIR, CO","ST",37.8731111,-107.8944444,"NAD83",8495,NA,"14","1403","140300","14030003","CBRFC"
"09172500","SAN MIGUEL RIVER NEAR PLACERVILLE, CO","ST",38.0425,-108.1333333,"NAD83",7030,NA,"14","1403","140300","14030003","CBRFC"
"09174600","SAN MIGUEL RIVER AT BROOKS BRIDGE NEAR NUCLA CO","ST",38.2441571,-108.5020343,"NAD83",5570,NA,"14","1403","140300","14030003","CBRFC"
"09177000","SAN MIGUEL RIVER AT URAVAN, CO.","ST",38.35721157,-108.712875,"NAD83",5000,NA,"14","1403","140300","14030003","CBRFC"
"09179450","DOLORES RIVER NEAR GATEWAY, CO","ST",38.66803889,-108.9655194,"NAD83",4575,NA,"14","1403","140300","14030004","CBRFC"
"09180000","DOLORES RIVER NEAR CISCO, UT","ST",38.79720805,-109.1951142,"NAD83",4165,NA,"14","1403","140300","14030004","CBRFC"
"09180500","COLORADO RIVER NEAR CISCO, UT","ST",38.81054095,-109.2934493,"NAD83",4090,NA,"14","1403","140300","14030005","CBRFC"
"09182400","CASTLE CREEK BELOW CASTLE VALLEY NEAR MOAB, UT","ST",38.6738712,-109.4501174,"NAD83",4120,NA,"14","1403","140300","14030005","CBRFC"
"09183500","MILL CREEK AT SHELEY TUNNEL, NEAR MOAB, UT","ST",38.4830403,-109.4040043,"NAD83",5500,NA,"14","1403","140300","14030005","CBRFC"
"09183600","MILL CREEK BELOW SHELEY TUNNEL, NEAR MOAB, UT","ST",38.48571796,-109.4111044,"NAD83",5341,NA,"14","1403","140300","14030005","CBRFC"
"09185600","COLORADO RIVER AT POTASH, UT","ST",38.5047222,-109.6583333,"NAD83",3980,NA,"14","1403","140300","14030005","CBRFC"
"09188500","GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY","ST",43.01941667,-110.1186111,"NAD83",7468.09,NA,"14","1404","140401","14040101","CBRFC"
"09196500","PINE CREEK ABOVE FREMONT LAKE, WY","ST",43.02705556,-109.7735278,"NAD83",7450,NA,"14","1404","140401","14040102","CBRFC"
"09205000","NEW FORK RIVER NEAR BIG PINEY, WY","ST",42.56716598,-109.930151,"NAD83",6800,NA,"14","1404","140401","14040102","CBRFC"
"09209400","GREEN RIVER NEAR LA BARGE, WY","ST",42.19272157,-110.163214,"NAD83",6520,NA,"14","1404","140401","14040101","CBRFC"
"09210500","FONTENELLE C NR HERSCHLER RANCH, NR FONTENELLE, WY","ST",42.09580556,-110.4160833,"NAD83",6950,NA,"14","1404","140401","14040101","CBRFC"
"09211200","GREEN RIVER BELOW FONTENELLE RESERVOIR, WY","ST",42.0209722,-110.0498056,"NAD83",6378.13,NA,"14","1404","140401","14040103","CBRFC"
"09213500","BIG SANDY RIVER NEAR FARSON, WY","ST",42.31689495,-109.4856866,"NAD83",6770,NA,"14","1404","140401","14040104","CBRFC"
"09217000","GREEN RIVER NEAR GREEN RIVER, WY","ST",41.51635366,-109.4490234,"NAD83",6060,9740,"14","1404","140401","14040106","CBRFC"
"09217900","BLACKS FORK NEAR ROBERTSON, WY","ST",40.95902778,-110.5797222,"NAD83",8811.3,NA,"14","1404","140401","14040107","CBRFC"
"09218500","BLACKS FORK NEAR MILLBURNE, WY","ST",41.03161367,-110.5793324,"NAD83",8512.27,NA,"14","1404","140401","14040107","CBRFC"
"09220000","EAST FORK OF SMITHS FORK NEAR ROBERTSON, WY","ST",41.0538611,-110.3986389,"NAD83",8470,NA,"14","1404","140401","14040107","CBRFC"
"09223000","HAMS FORK BELOW POLE CREEK, NEAR FRONTIER, WY","ST",42.11088889,-110.7094167,"NAD83",7455,NA,"14","1404","140401","14040107","CBRFC"
"09224700","BLACKS FORK NEAR LITTLE AMERICA, WY","ST",41.54607224,-109.6934746,"NAD83",6127.66,NA,"14","1404","140401","14040107","CBRFC"
"09229500","HENRYS FORK NEAR MANILA, UT","ST",41.011,-109.6735,"NAD83",6060,NA,"14","1404","140401","14040106","CBRFC"
"09234500","GREEN RIVER NEAR GREENDALE, UT","ST",40.90829296,-109.422914,"NAD83",5594.48,15090,"14","1404","140401","14040106","CBRFC"
"09237450","YAMPA RIVER ABOVE STAGECOACH RESERVOIR, CO","ST",40.2642611,-106.8917667,"NAD83",7235,NA,"14","1405","140500","14050001","CBRFC"
"09237500","YAMPA RIVER BELOW STAGECOACH RESERVOIR, CO","ST",40.28654444,-106.8290556,"NAD83",7068,NA,"14","1405","140500","14050001","CBRFC"
"09238900","FISH CR AT UPPER STA NR STEAMBOAT SPRINGS, CO","ST",40.4749775,-106.7869926,"NAD83",7150,NA,"14","1405","140500","14050001","CBRFC"
"09239500","YAMPA RIVER AT STEAMBOAT SPRINGS, CO","ST",40.4829861,-106.8324306,"NAD83",6695.47,NA,"14","1405","140500","14050001","CBRFC"
"09240020","YAMPA RIVER BELOW SODA CREEK AT STEAMBOAT SPGS, CO","ST",40.4892222,-106.8415278,"NAD83",6690,NA,"14","1405","140500","14050001","CBRFC"
"09242500","ELK RIVER NEAR MILNER, CO.","ST",40.5146975,-106.9539407,"NAD83",6590,NA,"14","1405","140500","14050001","CBRFC"
"09244490","YAMPA RIVER ABOVE ELKHEAD CREEK NEAR HAYDEN, CO","ST",40.51793056,-107.3989444,"NAD83",6240,NA,"14","1405","140500","14050001","CBRFC"
"09246200","ELKHEAD CREEK ABOVE LONG GULCH, NEAR HAYDEN, CO","ST",40.59163879,-107.3208933,"NAD83",6405,NA,"14","1405","140500","14050001","CBRFC"
"09246500","ELKHEAD CREEK NEAR CRAIG, CO","ST",40.5310829,-107.4361735,"NAD83",6230,NA,"14","1405","140500","14050001","CBRFC"
"09247600","YAMPA RIVER BELOW CRAIG, CO.","ST",40.48080479,-107.6142338,"NAD83",6100,NA,"14","1405","140500","14050001","CBRFC"
"09251000","YAMPA RIVER NEAR MAYBELL, CO","ST",40.50274666,-108.0334152,"NAD83",5900.23,NA,"14","1405","140500","14050002","CBRFC"
"09253000","LITTLE SNAKE RIVER NEAR SLATER, CO","ST",40.99941048,-107.143388,"NAD83",6830,NA,"14","1405","140500","14050003","CBRFC"
"09255000","SLATER FORK NEAR SLATER, CO","ST",40.9824657,-107.3828391,"NAD83",6600,NA,"14","1405","140500","14050003","CBRFC"
"09257000","LITTLE SNAKE RIVER NEAR DIXON, WY","ST",41.02852778,-107.5488611,"NAD83",6340,NA,"14","1405","140500","14050003","CBRFC"
"09258050","Muddy Creek above Olson Draw, near Dad, WY","ST",41.4783333,-107.6025,"NAD83",6835,NA,"14","1405","140500","14050004","CBRFC"
"09258980","MUDDY CREEK BELOW YOUNG DRAW, NEAR BAGGS, WY","ST",41.06815856,-107.6315964,"NAD83",6270,NA,"14","1405","140500","14050004","CBRFC"
"09260000","LITTLE SNAKE RIVER NEAR LILY, CO","ST",40.54901667,-108.4243222,"NAD83",5685,NA,"14","1405","140500","14050003","CBRFC"
"09260050","YAMPA RIVER AT DEERLODGE PARK, CO","ST",40.45163387,-108.525101,"NAD83",5600,NA,"14","1405","140500","14050002","CBRFC"
"09261000","GREEN RIVER NEAR JENSEN, UT","ST",40.40940757,-109.2354043,"NAD83",4758,25400,"14","1406","140600","14060001","CBRFC"
"09261700","BIG BRUSH CRK ABV RED FLEET RES, NR VERNAL, UT","ST",40.58884837,-109.4654138,"NAD83",5625,NA,"14","1406","140600","14060002","CBRFC"
"09265500","ASHLEY CR ABV SP NR VERNAL UT","ST",40.58884697,-109.6229194,"NAD83",6300,NA,"14","1406","140600","14060002","CBRFC"
"09266500","ASHLEY CREEK NEAR VERNAL, UT","ST",40.57745816,-109.6220859,"NAD83",6230.61,NA,"14","1406","140600","14060002","CBRFC"
"09272400","GREEN RIVER AT OURAY, UTAH","ST",40.084686,-109.676805,"NAD83",4646,26800,"14","1406","140600","14060001","CBRFC"
"09277500","DUCHESNE RIVER NEAR TABIONA, UT","ST",40.30023027,-110.602381,"NAD83",6190,NA,"14","1406","140600","14060003","CBRFC"
"09279000","ROCK CREEK NEAR MOUNTAIN HOME, UT","ST",40.4932799,-110.5782169,"NAD83",7250,NA,"14","1406","140600","14060003","CBRFC"
"09285900","STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT","ST",40.1271783,-110.7418242,"NAD83",6060,NA,"14","1406","140600","14060004","CBRFC"
"09288000","CURRANT CREEK NEAR FRUITLAND, UT","ST",40.20023128,-110.9076623,"NAD83",6670,NA,"14","1406","140600","14060004","CBRFC"
"09288180","STRAWBERRY RIVER NEAR DUCHESNE, UT","ST",40.1546793,-110.5548785,"NAD83",5722,NA,"14","1406","140600","14060004","CBRFC"
"09289500","LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT","ST",40.6066125,-110.5271066,"NAD83",8180,NA,"14","1406","140600","14060003","CBRFC"
"09291000","LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT","ST",40.55633555,-110.4846056,"NAD83",7970,NA,"14","1406","140600","14060003","CBRFC"
"09292000","YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT","ST",40.5463369,-110.333771,"NAD83",7650,NA,"14","1406","140600","14060003","CBRFC"
"09292500","YELLOWSTONE RIVER NEAR ALTONAH, UT","ST",40.51189299,-110.3415491,"NAD83",7430,NA,"14","1406","140600","14060003","CBRFC"
"09295000","DUCHESNE RIVER AT MYTON, UT","ST",40.20023757,-110.0637613,"NAD83",5061.4,NA,"14","1406","140600","14060003","CBRFC"
"09295100","DUCHESNE RIV ABV UINTA RIV, NR RANDLETT, UT","ST",40.2066278,-109.8598673,"NAD83",4830,NA,"14","1406","140600","14060003","CBRFC"
"09296800","UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT","ST",40.5913396,-110.1143226,"NAD83",7330,NA,"14","1406","140600","14060003","CBRFC"
"09299500","WHITEROCKS RIVER NEAR WHITEROCKS, UT","ST",40.5935653,-109.9323739,"NAD83",7200,NA,"14","1406","140600","14060003","CBRFC"
"09301500","UINTA RIVER AT RANDLETT, UT","ST",40.23357228,-109.8037549,"NAD83",4790,NA,"14","1406","140600","14060003","CBRFC"
"09302000","DUCHESNE RIVER NEAR RANDLETT, UT","ST",40.21027778,-109.7813889,"NAD83",4756.1,NA,"14","1406","140600","14060003","CBRFC"
"09304200","WHITE RIVER ABOVE COAL CREEK NEAR MEEKER, CO","ST",40.00497428,-107.8253486,"NAD83",6400,NA,"14","1405","140500","14050005","CBRFC"
"09304500","WHITE RIVER NEAR MEEKER, CO.","ST",40.0335849,-107.8622946,"NAD83",6300,NA,"14","1405","140500","14050005","CBRFC"
"09304800","WHITE RIVER BELOW MEEKER, CO","ST",40.0225833,-108.1199444,"NAD83",5900,NA,"14","1405","140500","14050005","CBRFC"
"09306200","PICEANCE CREEK BL RYAN GULCH, NR RIO BLANCO, CO.","ST",39.9210833,-108.2975876,"NAD83",6070,NA,"14","1405","140500","14050006","CBRFC"
"09306222","PICEANCE CREEK AT WHITE RIVER, CO","ST",40.0780264,-108.2364753,"NAD83",5730,NA,"14","1405","140500","14050006","CBRFC"
"09306242","CORRAL GULCH NEAR RANGELY, CO","ST",39.9202502,-108.4728719,"NAD83",6580,NA,"14","1405","140500","14050006","CBRFC"
"09306255","YELLOW CREEK NEAR WHITE RIVER, CO.","ST",40.1685813,-108.4012046,"NAD83",5535,NA,"14","1405","140500","14050006","CBRFC"
"09306290","WHITE RIVER BELOW BOISE CREEK, NEAR RANGELY, CO.","ST",40.17969335,-108.5653775,"NAD83",5395,NA,"14","1405","140500","14050007","CBRFC"
"09306500","WHITE RIVER NEAR WATSON, UTAH","ST",39.97885629,-109.1787269,"NAD83",4946.78,NA,"14","1405","140500","14050007","CBRFC"
"09309600","FAIRVIEW TUNNEL NEAR FAIRVIEW, UT","ST",39.6674624,-111.3121238,"NAD83",8660,NA,"14","1406","140600","14060007","CBRFC"
"09310500","FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT","ST",39.77440566,-111.191006,"NAD83",7670,NA,"14","1406","140600","14060007","CBRFC"
"09310700","MUD CRK BL WINTER QUARTERS CYN @ SCOFIELD, UT","ST",39.7216289,-111.1612827,"NAD83",7720,NA,"14","1406","140600","14060007","CBRFC"
"09312600","WHITE R BL TABBYUNE CRK NR SOLDIER SUMMIT, UT","ST",39.8757928,-111.0373878,"NAD83",7230,NA,"14","1406","140600","14060007","CBRFC"
"09314280","DESERT SEEP WASH NEAR WELLINGTON, UTAH","ST",39.4210793,-110.6462682,"NAD83",5235,NA,"14","1406","140600","14060007","CBRFC"
"09314500","PRICE RIVER AT WOODSIDE, UT","ST",39.26444444,-110.3427778,"NAD83",4600,NA,"14","1406","140600","14060007","CBRFC"
"09315000","GREEN RIVER AT GREEN RIVER, UT","ST",38.9860831,-110.1512475,"NAD83",4040.18,NA,"14","1406","140600","14060008","CBRFC"
"09319000","EPHRAIM TUNNEL NEAR EPHRAIM, UT","ST",39.3296855,-111.4315745,"NAD83",9694.9,NA,"14","1406","140600","14060009","CBRFC"
"09326500","FERRON CREEK (UPPER STATION) NEAR FERRON, UT","ST",39.10413724,-111.2165589,"NAD83",6210,NA,"14","1406","140600","14060009","CBRFC"
"09328500","SAN RAFAEL RIVER NEAR GREEN RIVER, UT","ST",38.8583081,-110.3701469,"NAD83",4190,NA,"14","1406","140600","14060009","CBRFC"
"09328910","SAN RAFAEL RIVER AT MOUTH NEAR GREEN RIVER, UT","ST",38.7577611,-110.1435278,"NAD83",4000,NA,"14","1406","140600","14060009","CBRFC"
"09328920","GREEN RIVER AT MINERAL BOTTOM NR CYNLNDS NTL PARK","ST",38.52402778,-109.9944167,"NAD83",3930,NA,"14","1406","140600","14060008","CBRFC"
"09329050","SEVEN MILE CREEK NEAR FISH LAKE, UT","ST",38.62775234,-111.6479647,"NAD83",9200,NA,"14","1407","140700","14070003","CBRFC"
"09330000","FREMONT RIVER NEAR BICKNELL, UT","ST",38.3069248,-111.5187917,"NAD83",6920,NA,"14","1407","140700","14070003","CBRFC"
"09330500","MUDDY CREEK NEAR EMERY, UT","ST",38.9832222,-111.25,"NAD83",6400,NA,"14","1407","140700","14070002","CBRFC"
"09333500","DIRTY DEVIL R AB POISON SP WSH NR HANKSVILLE UT","ST",38.0941529,-110.4073639,"NAD83",3850,NA,"14","1407","140700","14070004","CBRFC"
"09337000","PINE CREEK NEAR ESCALANTE, UT","ST",37.86248747,-111.6360113,"NAD83",6400,NA,"14","1407","140700","14070005","CBRFC"
"09337500","ESCALANTE RIVER NEAR ESCALANTE, UT","ST",37.77804389,-111.5746181,"NAD83",5670,NA,"14","1407","140700","14070005","CBRFC"
"09342500","SAN JUAN RIVER AT PAGOSA SPRINGS, CO","ST",37.26552778,-107.011,"NAD83",7047.53,NA,"14","1408","140801","14080101","CBRFC"
"09346400","SAN JUAN RIVER NEAR CARRACAS, CO.","ST",37.01361667,-107.312267,"NAD83",6090,NA,"14","1408","140801","14080101","CBRFC"
